vehicle_id,manufacturer,vehicle_type,engine_cc,horsepower,fuel_type,transmission,mileage_kmpl,vehicle_age_years,annual_maintenance_cost,resale_price
2519,Tesla,Sedan,2580,375,Petrol,Automatic,20.96,9,3752.23,65518.92
2520,Ford,SUV,3404,264,Diesel,Automatic,18.31,3,782.95,56856.96
2521,Honda,Sedan,3195,357,Petrol,Automatic,16.32,1,3216.88,71406.29
2522,Tesla,Truck,1592,431,Electric,Automatic,24.69,11,2351.52,67473.26
2523,BMW,Sedan,3081,307,Hybrid,Automatic,21.65,10,2208.49,56734.04
2524,Hyundai,Truck,2524,424,Petrol,Automatic,16.73,9,1391.75,70822.78
2525,BMW,Sedan,3915,130,Hybrid,Manual,13.53,4,443.0,44815.5
2526,Tesla,Sedan,1805,215,Electric,Manual,28.91,12,4284.14,38395.28
2527,Hyundai,Electric,3584,161,Electric,Automatic,29.59,11,1834.13,35767.45
2528,Mercedes,SUV,1741,72,Hybrid,Manual,13.77,2,3501.13,28956.31
2529,BMW,SUV,1965,330,Electric,Automatic,15.06,11,4753.66,52000.49
2530,Honda,Hatchback,3023,351,Diesel,Automatic,14.46,10,2955.45,65886.36
2531,Honda,Electric,2477,279,Petrol,Manual,31.88,0,2166.59,55702.96
2532,BMW,Electric,1248,74,Diesel,Automatic,28.9,1,1560.89,33608.29
2533,Tesla,SUV,1391,297,Diesel,Automatic,10.01,10,4690.01,48759.32
2534,Honda,Electric,881,176,Diesel,Manual,30.48,11,3505.76,36969.14
2535,Mercedes,SUV,2982,390,Hybrid,Manual,8.99,6,3426.82,69079.8
2536,Toyota,Electric,3703,115,Hybrid,Manual,14.84,14,2302.94,32401.93
2537,Tesla,Sedan,2206,410,Electric,Manual,32.81,0,4271.73,77370.13
2538,Mercedes,SUV,2280,191,Hybrid,Manual,31.34,14,3654.26,40922.77
2539,Hyundai,SUV,3287,285,Electric,Manual,29.1,11,1630.96,52450.69
2540,Mercedes,Truck,1879,367,Hybrid,Automatic,20.35,12,3118.02,57027.67
2541,Tesla,Electric,3544,453,Electric,Manual,16.68,12,2321.91,75726.1
2542,Hyundai,Electric,1218,281,Petrol,Manual,31.8,1,330.97,51712.99
2543,Tesla,SUV,887,232,Electric,Automatic,25.74,13,4095.83,33648.39
2544,Honda,Sedan,3503,399,Petrol,Automatic,15.98,9,877.3,71389.91
2545,Toyota,Sedan,3879,344,Electric,Manual,20.51,6,2696.79,69524.65
2546,Tesla,Sedan,1014,368,Hybrid,Automatic,31.8,0,1880.26,68203.46
2547,Tesla,Electric,2558,216,Hybrid,Automatic,32.39,6,1907.82,47900.99
2548,Honda,Truck,3399,210,Petrol,Automatic,25.8,12,2543.61,42981.66
2549,Ford,SUV,2320,244,Diesel,Automatic,27.78,7,4986.01,54702.68
2550,Honda,Hatchback,2517,237,Diesel,Automatic,9.06,10,2219.38,52144.06
2551,Hyundai,Truck,3350,80,Electric,Automatic,24.32,12,1156.95,29172.84
2552,Honda,Hatchback,3546,171,Hybrid,Automatic,26.6,13,3183.95,37406.81
2553,Honda,Truck,3092,230,Diesel,Manual,8.55,1,1410.55,52948.67
2554,Toyota,Sedan,2301,197,Hybrid,Automatic,30.78,3,796.08,49136.56
2555,Honda,Electric,1108,292,Hybrid,Manual,33.06,6,535.82,49278.54
2556,Tesla,Hatchback,1030,391,Hybrid,Automatic,14.42,0,407.54,66393.99
2557,Toyota,Truck,954,89,Electric,Automatic,30.84,5,2326.47,27589.25
2558,BMW,Electric,1998,440,Petrol,Manual,25.97,4,2305.61,76715.56
2559,Ford,Hatchback,3695,366,Electric,Automatic,23.68,10,1172.06,70411.19
2560,Toyota,SUV,914,220,Diesel,Automatic,30.76,5,3984.89,45394.4
2561,Hyundai,Truck,2213,461,Petrol,Manual,15.71,7,907.57,77148.87
2562,BMW,SUV,1110,137,Diesel,Automatic,29.35,10,4601.99,33717.95
2563,Toyota,Sedan,1792,337,Petrol,Automatic,16.49,10,3061.61,59484.24
2564,Toyota,SUV,3147,379,Petrol,Manual,29.26,0,429.8,73265.18
2565,Ford,SUV,1841,80,Electric,Manual,20.18,2,4825.97,35936.54
2566,Tesla,Truck,3631,444,Hybrid,Automatic,11.16,10,1747.32,78268.39
2567,Hyundai,Sedan,811,422,Hybrid,Manual,18.3,12,2414.88,63205.16
2568,Mercedes,SUV,2227,431,Petrol,Automatic,14.3,8,1636.06,71610.43
2569,Mercedes,Electric,3079,439,Electric,Automatic,10.71,11,3723.58,73815.33
2570,Toyota,Hatchback,3802,202,Diesel,Manual,10.98,7,2582.7,50831.02
2571,Honda,SUV,2813,95,Diesel,Manual,29.06,3,922.15,31549.99
2572,Hyundai,Sedan,1529,362,Hybrid,Manual,31.8,10,789.76,60313.53
2573,BMW,SUV,2101,497,Hybrid,Manual,33.03,13,3709.26,77780.31
2574,Honda,Hatchback,2176,273,Diesel,Automatic,31.06,9,1414.28,54154.02
2575,Honda,Sedan,3865,91,Diesel,Manual,30.42,8,947.63,36446.45
2576,Hyundai,Truck,2836,245,Electric,Manual,9.86,6,2647.31,52952.16
2577,Tesla,Sedan,3846,233,Diesel,Automatic,29.33,1,4073.0,57407.37
2578,Toyota,Truck,3150,113,Electric,Automatic,29.15,0,1610.28,42666.47
2579,Toyota,Sedan,1340,220,Hybrid,Automatic,11.54,0,1599.23,52602.06
2580,Toyota,Hatchback,3317,309,Diesel,Automatic,25.87,12,4219.24,57384.68
2581,Toyota,Hatchback,3660,310,Hybrid,Automatic,20.22,2,994.82,69091.22
2582,Mercedes,Sedan,876,482,Petrol,Automatic,32.3,12,3198.62,68110.11
2583,Toyota,SUV,3867,338,Petrol,Automatic,26.78,13,4788.56,63711.81
2584,Mercedes,Hatchback,823,230,Petrol,Automatic,33.68,14,4254.12,35613.66
2585,Mercedes,Truck,1838,242,Diesel,Automatic,10.83,9,590.53,47062.35
2586,Tesla,Truck,1475,61,Hybrid,Manual,9.1,1,1803.58,29159.31
2587,Toyota,Electric,3372,253,Diesel,Manual,34.29,3,969.16,57480.67
2588,Ford,Truck,3194,225,Hybrid,Automatic,10.17,13,4761.43,50983.4
2589,BMW,Electric,971,306,Electric,Manual,18.43,14,4933.93,48561.07
2590,Honda,Sedan,2692,472,Diesel,Automatic,25.55,13,1404.47,73691.56
2591,Mercedes,Sedan,3559,303,Petrol,Automatic,31.76,7,3447.59,64972.89
2592,Hyundai,Sedan,1288,169,Electric,Automatic,14.87,4,4255.67,32849.88
2593,Hyundai,SUV,2285,439,Hybrid,Automatic,8.78,4,1398.3,75458.57
2594,BMW,SUV,3225,382,Diesel,Manual,22.07,5,1182.1,69515.88
2595,Hyundai,Electric,3219,130,Hybrid,Manual,20.72,12,352.69,31884.37
2596,Ford,Truck,3847,223,Hybrid,Automatic,16.29,11,2236.22,43815.05
2597,Hyundai,Truck,3824,344,Diesel,Manual,31.6,14,4527.36,59494.74
2598,Honda,Sedan,1556,434,Diesel,Manual,28.23,14,4544.0,66228.52
2599,Honda,Hatchback,3324,480,Hybrid,Automatic,31.17,4,900.39,83531.36
2600,Mercedes,SUV,3229,172,Hybrid,Automatic,12.37,4,1260.46,49123.72
2601,Toyota,SUV,954,287,Electric,Manual,26.7,14,2217.82,44916.49
2602,Tesla,Sedan,1056,360,Petrol,Manual,34.33,13,3968.94,58166.51
2603,Ford,SUV,2579,75,Hybrid,Automatic,24.52,6,3175.7,29828.61
2604,Mercedes,Sedan,1473,90,Petrol,Automatic,12.63,5,2715.09,25100.99
2605,Ford,Electric,2915,221,Electric,Manual,34.89,12,3082.08,39723.95
2606,Toyota,Truck,3191,365,Petrol,Automatic,22.26,12,752.14,61079.73
2607,Hyundai,Hatchback,1472,252,Petrol,Automatic,30.68,13,2545.02,40315.55
2608,Hyundai,Truck,3238,269,Electric,Automatic,12.03,9,4962.7,52122.5
2609,Tesla,Truck,2272,437,Hybrid,Manual,25.98,10,715.7,73672.08
2610,Toyota,Electric,1058,291,Petrol,Manual,32.64,1,2740.46,52690.71
2611,Mercedes,SUV,1106,486,Hybrid,Automatic,22.36,12,1689.55,75362.41
2612,Tesla,Hatchback,1918,243,Hybrid,Manual,15.79,0,2837.59,52496.66
2613,Toyota,SUV,3797,74,Diesel,Automatic,11.44,0,2996.95,36538.97
2614,BMW,Truck,3817,491,Hybrid,Manual,15.99,3,3014.12,87255.89
2615,Honda,Sedan,1045,364,Hybrid,Manual,17.58,1,4305.38,70412.05
2616,Tesla,Truck,3580,268,Petrol,Manual,27.17,5,2131.81,56263.12
2617,Tesla,SUV,2458,231,Hybrid,Automatic,12.82,11,2726.86,43391.09
2618,Mercedes,Truck,986,325,Hybrid,Automatic,10.86,11,351.36,50455.54
2619,Ford,Sedan,2597,79,Diesel,Automatic,18.45,8,4010.89,33521.09
2620,BMW,Electric,1724,129,Diesel,Manual,20.38,9,1519.59,31213.48
2621,Mercedes,SUV,1584,67,Petrol,Automatic,24.97,10,4137.81,25130.67
2622,Toyota,Truck,2395,488,Petrol,Automatic,27.1,14,1548.5,73506.76
2623,Toyota,SUV,3255,93,Diesel,Automatic,32.01,13,350.71,28895.01
2624,Toyota,Electric,3996,283,Diesel,Automatic,15.8,9,1027.71,56352.01
2625,Toyota,Truck,2160,238,Electric,Manual,22.27,7,4932.71,54646.95
2626,Ford,Truck,1140,305,Hybrid,Automatic,17.88,3,1803.07,65696.18
2627,BMW,SUV,1362,319,Petrol,Automatic,8.04,12,811.47,48915.61
2628,Hyundai,SUV,1450,167,Petrol,Manual,23.64,11,858.17,31275.75
2629,Honda,Sedan,3799,301,Hybrid,Automatic,30.03,1,1758.61,66739.34
2630,Ford,Electric,1993,482,Hybrid,Manual,8.98,0,476.93,76999.97
2631,Ford,Sedan,3910,83,Petrol,Manual,8.09,6,2704.0,36434.9
2632,Hyundai,Truck,868,275,Diesel,Manual,27.65,9,1304.58,53525.56
2633,Hyundai,SUV,2383,114,Diesel,Automatic,26.46,2,2740.76,37232.29
2634,Honda,Truck,3228,85,Hybrid,Manual,18.96,13,961.59,31425.4
2635,Honda,Truck,2904,340,Petrol,Manual,25.86,5,2320.33,69420.03
2636,Hyundai,Hatchback,2100,351,Hybrid,Manual,33.74,4,3110.21,62235.24
2637,Toyota,Hatchback,3697,386,Diesel,Automatic,14.69,4,591.4,74345.86
2638,Ford,Truck,1922,245,Electric,Manual,14.64,11,2174.12,46328.23
2639,Mercedes,SUV,1715,71,Electric,Manual,13.03,1,1721.86,34951.65
2640,Honda,Truck,3172,188,Diesel,Manual,27.55,13,1429.69,42781.35
2641,Honda,Hatchback,1260,431,Hybrid,Automatic,17.54,8,3141.31,71667.5
2642,Hyundai,SUV,3026,493,Electric,Manual,34.69,10,3066.15,76891.63
2643,BMW,Truck,1643,468,Diesel,Manual,27.3,3,3264.29,78911.07
2644,Mercedes,Electric,1373,267,Petrol,Automatic,17.92,9,1046.75,52506.24
2645,Mercedes,Electric,918,192,Hybrid,Automatic,12.03,0,1642.83,50565.49
2646,Honda,Truck,3396,398,Hybrid,Automatic,23.98,1,1285.49,77723.27
2647,Toyota,SUV,1445,255,Electric,Manual,15.96,8,2840.37,46140.13
2648,BMW,Truck,2278,321,Hybrid,Manual,32.45,6,2467.01,63059.7
2649,Mercedes,Truck,2873,341,Electric,Manual,19.92,9,1852.38,63047.66
2650,Honda,Hatchback,2313,428,Electric,Manual,15.9,1,3994.27,78942.91
2651,Mercedes,Electric,2831,162,Diesel,Automatic,23.89,6,741.68,44860.32
2652,Tesla,Hatchback,1831,179,Electric,Manual,11.7,13,4882.01,32420.86
2653,BMW,Hatchback,1768,242,Petrol,Automatic,23.16,3,847.76,54185.39
2654,BMW,Truck,2810,482,Hybrid,Manual,9.52,9,3933.43,78633.58
2655,Tesla,Hatchback,2339,68,Electric,Manual,24.39,1,2030.68,37701.49
2656,Ford,Electric,3380,104,Hybrid,Manual,22.31,11,4366.73,32781.4
2657,Tesla,Hatchback,2996,303,Electric,Automatic,22.06,3,648.6,64398.25
2658,Hyundai,Electric,2311,329,Diesel,Automatic,26.47,4,2061.19,64185.03
2659,Hyundai,Hatchback,1848,171,Petrol,Automatic,9.2,12,1876.58,33626.16
2660,Honda,Electric,1454,114,Hybrid,Automatic,20.41,13,4967.84,23636.79
2661,BMW,Hatchback,2754,452,Diesel,Manual,19.99,3,4932.08,82222.01
2662,Ford,Hatchback,3792,74,Hybrid,Manual,20.41,14,1192.08,25085.4
2663,Ford,SUV,1354,96,Diesel,Manual,34.46,2,3260.75,32773.79
2664,Mercedes,Electric,1224,237,Petrol,Manual,11.76,5,2816.94,46513.1
2665,Mercedes,Electric,1092,186,Electric,Manual,26.64,0,1025.56,46697.35
2666,Tesla,Electric,2008,176,Diesel,Automatic,18.85,7,1088.56,42871.24
2667,Ford,Sedan,3401,399,Hybrid,Automatic,21.82,11,4949.48,63513.21
2668,Tesla,Hatchback,1230,131,Hybrid,Manual,28.58,4,2427.83,33634.57
2669,Tesla,Electric,3451,411,Diesel,Manual,12.25,7,891.27,71056.37
2670,Mercedes,Sedan,1116,170,Petrol,Manual,28.62,9,1309.51,34963.9
2671,BMW,SUV,1197,208,Petrol,Manual,9.9,3,1561.24,39874.3
2672,Tesla,Electric,2147,244,Electric,Automatic,21.05,3,2701.31,56422.4
2673,Toyota,Electric,2388,164,Electric,Manual,28.04,4,1877.08,43425.19
2674,BMW,Sedan,1395,206,Hybrid,Manual,13.2,4,2438.56,44902.13
2675,Ford,Hatchback,3393,280,Hybrid,Manual,28.81,10,1082.55,57043.92
2676,Ford,SUV,2923,373,Electric,Manual,12.5,5,1835.62,70581.6
2677,Tesla,Electric,3712,410,Electric,Automatic,29.58,4,630.49,78256.22
2678,BMW,Hatchback,2743,433,Electric,Manual,20.66,4,4481.64,76542.1
2679,Mercedes,SUV,1715,65,Diesel,Automatic,26.49,12,1234.14,22459.13
2680,Mercedes,Truck,3556,319,Electric,Automatic,32.77,7,3857.43,65180.93
2681,Hyundai,Truck,3333,358,Diesel,Manual,19.03,5,1942.89,70055.15
2682,Ford,SUV,3959,408,Diesel,Manual,14.29,1,2529.67,85121.83
2683,Honda,Sedan,3594,101,Electric,Manual,31.41,3,1668.93,40622.41
2684,Hyundai,SUV,2055,318,Petrol,Manual,12.36,3,3573.27,63577.09
2685,Mercedes,SUV,3878,444,Petrol,Manual,25.05,4,4269.37,80945.03
2686,BMW,Sedan,3397,498,Hybrid,Automatic,32.93,14,1645.47,78322.13
2687,Mercedes,Sedan,1775,330,Electric,Automatic,26.21,14,1438.42,53452.41
2688,BMW,Hatchback,1875,106,Hybrid,Automatic,13.28,5,3502.77,32513.31
2689,Hyundai,Hatchback,3789,144,Electric,Automatic,12.11,10,1217.22,37707.7
2690,Ford,Sedan,3766,233,Hybrid,Automatic,14.81,4,3307.25,57581.48
2691,Mercedes,Truck,2044,117,Diesel,Manual,18.57,13,743.81,29835.23
2692,Tesla,Truck,2251,258,Electric,Manual,12.3,13,3214.64,50415.73
2693,BMW,SUV,1966,268,Petrol,Automatic,29.54,10,2713.01,49071.63
2694,Ford,Electric,2828,307,Electric,Manual,17.64,5,835.36,57840.67
2695,Honda,SUV,1162,270,Hybrid,Manual,33.27,7,3350.79,49620.58
2696,BMW,SUV,3229,98,Hybrid,Automatic,30.75,3,2398.82,41055.52
2697,Hyundai,Electric,3118,311,Hybrid,Automatic,32.54,10,1320.44,51309.45
2698,Honda,Sedan,3885,190,Hybrid,Automatic,15.95,2,1960.91,52636.48
2699,Honda,Truck,3145,473,Hybrid,Manual,23.49,8,2612.88,80994.15
2700,Toyota,SUV,3851,350,Hybrid,Automatic,16.68,2,730.3,72457.31
2701,Mercedes,Electric,1033,309,Petrol,Automatic,14.94,10,4800.76,50103.98
2702,BMW,Hatchback,3422,472,Hybrid,Manual,24.39,7,3428.14,76997.93
2703,Honda,SUV,2531,493,Petrol,Manual,30.09,9,781.91,78617.25
2704,Toyota,Truck,826,111,Electric,Automatic,10.53,11,4167.45,22225.1
2705,Hyundai,Sedan,2294,433,Diesel,Manual,15.45,4,1816.01,77261.28
2706,Ford,SUV,892,73,Petrol,Automatic,13.54,8,3104.96,24419.75
2707,Tesla,SUV,3464,478,Electric,Manual,29.56,2,1602.57,90436.94
2708,Tesla,Electric,1108,215,Diesel,Automatic,33.2,9,3747.01,35164.03
2709,BMW,Hatchback,851,89,Petrol,Manual,10.16,9,3698.14,24113.09
2710,Honda,Hatchback,1118,149,Petrol,Manual,18.24,7,2894.6,37134.13
2711,Tesla,Sedan,2792,450,Electric,Manual,32.69,13,1432.35,74103.99
2712,Mercedes,Truck,980,226,Hybrid,Automatic,17.31,12,1492.41,41581.62
2713,Tesla,Sedan,2392,410,Petrol,Automatic,27.24,12,2099.46,62716.77
2714,Tesla,SUV,3991,128,Petrol,Automatic,10.72,6,981.56,40489.39
2715,Tesla,SUV,3722,222,Electric,Manual,20.0,11,1886.98,41198.72
2716,Toyota,Hatchback,3914,301,Hybrid,Manual,21.59,6,3516.47,62598.28
2717,Honda,Truck,1446,442,Diesel,Manual,28.46,13,4204.97,69167.84
2718,Mercedes,Electric,2761,111,Hybrid,Automatic,15.8,10,1863.14,32624.08
2719,Honda,Truck,2083,201,Hybrid,Manual,15.13,9,1397.87,43999.06
2720,BMW,SUV,3044,122,Electric,Automatic,16.18,8,4213.42,38222.14
2721,BMW,Electric,3492,351,Hybrid,Automatic,23.0,11,4486.31,61745.43
2722,BMW,Truck,3818,150,Electric,Automatic,31.65,7,2227.1,35858.44
2723,Hyundai,Truck,3102,211,Diesel,Automatic,30.44,2,426.45,56848.7
2724,Tesla,Electric,2824,483,Petrol,Automatic,9.56,13,3566.32,76028.0
2725,Hyundai,SUV,3579,216,Petrol,Manual,31.73,12,3984.96,42104.8
2726,Toyota,Truck,1135,368,Electric,Manual,10.57,5,384.71,64177.63
2727,BMW,Electric,2376,424,Electric,Manual,19.21,10,3096.65,69608.19
2728,Mercedes,SUV,2325,209,Hybrid,Manual,28.67,5,3065.33,51488.27
2729,Honda,Electric,1789,387,Hybrid,Manual,10.2,4,2079.93,69623.24
2730,Tesla,Electric,3747,330,Petrol,Manual,9.09,2,3823.91,70467.98
2731,Ford,Truck,2078,428,Petrol,Automatic,16.91,8,2312.44,70991.99
2732,Mercedes,SUV,1313,128,Petrol,Manual,27.71,6,3480.85,31589.83
2733,Tesla,Truck,2829,175,Electric,Automatic,22.09,3,2730.45,48805.24
2734,Hyundai,Sedan,1041,251,Diesel,Automatic,19.26,5,1467.78,48666.75
2735,Hyundai,Sedan,2996,63,Diesel,Automatic,29.95,4,3150.55,30089.64
2736,Mercedes,SUV,2533,134,Electric,Automatic,28.7,0,3763.47,41701.88
2737,Hyundai,Electric,3604,461,Hybrid,Automatic,29.22,1,4877.36,81823.53
2738,BMW,Truck,3467,357,Diesel,Manual,20.41,0,2086.51,76420.05
2739,Toyota,Truck,3300,300,Hybrid,Manual,8.53,8,603.02,64636.36
2740,Honda,SUV,3059,89,Petrol,Manual,12.65,8,4943.46,36122.49
2741,Toyota,SUV,1467,202,Petrol,Automatic,28.02,4,3231.89,46169.69
2742,Tesla,Sedan,1393,385,Hybrid,Manual,28.34,7,4748.32,63882.64
2743,Honda,Hatchback,2978,242,Petrol,Manual,34.25,9,787.99,49001.19
2744,Honda,SUV,3459,496,Electric,Automatic,13.14,3,1907.56,84238.11
2745,Toyota,Hatchback,1055,75,Hybrid,Automatic,11.32,0,929.5,38005.37
2746,Mercedes,SUV,2302,170,Hybrid,Manual,11.75,12,4226.9,33403.93
2747,Honda,Electric,1360,419,Hybrid,Automatic,12.99,12,4437.61,61011.59
2748,Toyota,Electric,2910,260,Diesel,Automatic,22.27,3,2656.16,56643.5
2749,Honda,Sedan,2134,166,Hybrid,Automatic,34.33,6,1177.05,40583.24
2750,Ford,Sedan,1206,438,Hybrid,Manual,23.91,10,897.46,68984.12
2751,Mercedes,Hatchback,3649,221,Hybrid,Automatic,22.11,1,3064.37,54546.71
2752,BMW,SUV,3976,342,Diesel,Automatic,26.18,1,2679.97,66102.22
2753,Honda,Truck,2660,328,Petrol,Automatic,10.0,5,3565.51,62145.73
2754,Ford,Sedan,2862,214,Diesel,Automatic,30.01,8,1734.47,46573.83
2755,BMW,Truck,2510,132,Electric,Automatic,25.47,2,2191.13,40834.18
2756,BMW,Truck,1058,256,Hybrid,Manual,12.62,6,400.4,47718.27
2757,Tesla,SUV,1522,302,Electric,Manual,25.03,9,3167.67,51654.13
2758,Honda,Hatchback,2082,145,Diesel,Automatic,24.1,14,2288.77,27072.87
2759,Toyota,SUV,1413,346,Petrol,Automatic,9.75,13,4622.89,58445.6
2760,Honda,Sedan,2494,318,Petrol,Manual,15.21,8,3316.4,62658.82
2761,Ford,Truck,3916,345,Hybrid,Manual,18.56,10,2173.86,68334.28
2762,BMW,SUV,2778,208,Petrol,Automatic,14.61,12,1538.87,38937.33
2763,Honda,SUV,1612,414,Diesel,Automatic,14.57,8,4554.84,68527.43
2764,Toyota,SUV,2586,449,Diesel,Manual,23.47,10,376.45,71369.46
2765,Tesla,Sedan,1130,475,Petrol,Automatic,20.71,3,1836.49,76258.38
2766,Honda,Hatchback,3012,485,Hybrid,Automatic,26.02,1,4734.48,83550.07
2767,Mercedes,SUV,2016,249,Hybrid,Manual,33.82,14,3373.96,51024.69
2768,Tesla,Sedan,2344,276,Diesel,Manual,25.84,0,2803.78,59405.78
2769,Toyota,Truck,2197,475,Petrol,Manual,23.72,5,1256.61,76325.02
2770,Ford,Electric,3936,414,Diesel,Manual,30.88,4,4216.86,78302.53
2771,BMW,Sedan,1186,145,Diesel,Automatic,25.07,5,1259.74,38747.41
2772,Honda,Electric,2318,275,Electric,Automatic,12.47,6,1466.79,54130.0
2773,Toyota,SUV,2617,482,Diesel,Automatic,16.5,8,1201.7,79223.77
2774,Tesla,SUV,2617,379,Hybrid,Automatic,27.8,9,1043.3,68236.63
2775,Mercedes,Sedan,2614,177,Petrol,Manual,27.94,9,4780.57,38118.21
2776,Toyota,Electric,3901,473,Petrol,Manual,34.65,10,3129.55,79996.37
2777,Hyundai,SUV,3175,429,Electric,Automatic,24.93,5,3297.83,74587.94
2778,Mercedes,Truck,2315,474,Electric,Automatic,32.29,5,4785.33,77001.99
2779,Tesla,Hatchback,2040,146,Hybrid,Automatic,9.47,12,1383.7,38095.92
2780,Ford,Hatchback,1119,99,Electric,Manual,23.29,14,327.81,22368.83
2781,BMW,SUV,1198,220,Diesel,Manual,32.84,2,3114.75,45008.23
2782,Tesla,Electric,2714,250,Diesel,Manual,15.76,12,2686.87,47007.4
2783,Ford,SUV,904,84,Hybrid,Automatic,12.18,7,2544.96,22863.55
2784,Honda,Electric,1495,479,Petrol,Automatic,17.46,8,590.84,74112.68
2785,Toyota,Truck,3864,211,Hybrid,Automatic,29.39,0,2435.84,54876.55
2786,Hyundai,Electric,1129,154,Electric,Manual,10.29,5,1651.53,38899.83
2787,Mercedes,SUV,1459,482,Petrol,Automatic,24.21,6,1590.45,82628.23
2788,Mercedes,Truck,3918,105,Petrol,Manual,11.66,10,1345.19,34829.22
2789,Toyota,Sedan,3446,197,Petrol,Automatic,19.76,7,1862.88,45755.26
2790,Hyundai,Hatchback,1620,347,Electric,Automatic,34.08,14,1959.73,54173.01
2791,Toyota,SUV,2772,412,Diesel,Manual,13.27,11,1751.25,72329.89
2792,Honda,SUV,3488,223,Diesel,Manual,8.92,9,4900.14,50672.99
2793,Ford,SUV,2593,471,Electric,Automatic,19.53,14,4683.84,71275.85
2794,Tesla,Truck,3161,459,Electric,Manual,23.6,10,3000.2,69363.82
2795,Mercedes,Sedan,1261,75,Hybrid,Manual,16.03,7,4910.96,26326.02
2796,Honda,Electric,2407,77,Hybrid,Manual,22.63,6,4958.63,33390.65
2797,Ford,Sedan,3333,195,Diesel,Manual,33.74,7,1972.92,49971.57
2798,Honda,Truck,2475,306,Electric,Manual,16.42,10,2392.38,59077.53
2799,Hyundai,SUV,3257,307,Hybrid,Automatic,16.35,8,4807.59,57387.52
2800,Mercedes,Hatchback,2874,390,Electric,Automatic,21.03,9,3160.54,66112.86
2801,Tesla,SUV,3900,257,Electric,Automatic,21.91,6,1300.77,56779.38
2802,Toyota,Electric,1070,60,Diesel,Automatic,8.04,14,3540.09,19938.88
2803,Toyota,Hatchback,3533,249,Diesel,Manual,24.63,14,1267.01,47089.6
2804,Ford,SUV,3348,440,Electric,Automatic,34.93,2,1894.98,82618.5
2805,Tesla,Hatchback,1184,353,Petrol,Manual,15.88,14,1369.53,52158.89
2806,BMW,Sedan,859,104,Petrol,Automatic,25.03,8,1451.41,25739.48
2807,Hyundai,Truck,1930,396,Electric,Automatic,8.12,0,321.88,76639.19
2808,Ford,SUV,1019,444,Diesel,Manual,24.32,13,4439.33,65574.08
2809,BMW,Electric,2264,91,Petrol,Automatic,20.07,7,1691.16,33651.93
2810,Honda,Sedan,3618,451,Diesel,Automatic,22.32,5,705.96,79855.12
2811,Hyundai,SUV,2706,177,Petrol,Automatic,22.69,10,708.84,42770.38
2812,Honda,Sedan,3411,355,Electric,Automatic,12.78,2,2913.29,67844.99
2813,Tesla,Electric,2395,243,Hybrid,Automatic,28.79,8,4966.73,46434.71
2814,Mercedes,SUV,3393,250,Hybrid,Automatic,23.0,5,981.61,58505.32
2815,Hyundai,Electric,895,294,Diesel,Automatic,15.3,14,768.22,45154.28
2816,BMW,Hatchback,1788,297,Diesel,Manual,33.31,6,2360.03,54864.35
2817,Mercedes,Electric,1912,275,Petrol,Automatic,8.34,10,2947.66,46977.4
2818,Toyota,Hatchback,3675,133,Electric,Automatic,27.6,1,1683.59,48498.41
2819,BMW,SUV,2745,170,Petrol,Automatic,18.29,0,1721.85,54231.2
2820,Ford,Hatchback,3078,162,Electric,Automatic,22.11,0,2295.04,50496.86
2821,Toyota,SUV,1767,418,Electric,Automatic,15.87,2,1776.48,72313.6
2822,Toyota,SUV,3122,133,Diesel,Automatic,16.67,10,4602.06,40486.38
2823,Ford,Truck,1045,479,Hybrid,Manual,8.41,2,497.19,79893.18
2824,Hyundai,SUV,2958,311,Hybrid,Automatic,27.71,7,1402.48,58595.03
2825,Toyota,Hatchback,1033,173,Diesel,Automatic,27.19,6,4100.2,42286.05
2826,Tesla,Truck,3264,438,Hybrid,Manual,25.67,14,4219.6,69210.77
2827,BMW,Truck,3525,372,Diesel,Manual,31.7,9,824.31,62786.95
2828,Mercedes,SUV,1951,389,Petrol,Automatic,32.33,7,4876.69,65280.15
2829,Toyota,Electric,2060,398,Electric,Automatic,23.02,0,3558.77,75536.25
2830,BMW,Electric,1602,297,Hybrid,Automatic,26.49,3,1581.19,55593.03
2831,Honda,Truck,3466,232,Hybrid,Manual,8.3,7,2443.38,46321.01
2832,BMW,SUV,3999,138,Petrol,Manual,30.85,9,1696.55,44866.48
2833,Mercedes,Electric,3554,445,Petrol,Automatic,30.04,1,1005.1,92143.72
2834,BMW,SUV,3698,152,Hybrid,Automatic,8.55,6,1668.54,42507.59
2835,Ford,SUV,2217,109,Hybrid,Manual,22.66,7,3026.43,31541.52
2836,Mercedes,Truck,3322,344,Diesel,Manual,32.48,13,4182.06,55504.72
2837,Hyundai,Truck,1454,282,Diesel,Manual,12.9,8,2008.59,48538.43
2838,Honda,Sedan,3242,140,Hybrid,Manual,17.52,6,1935.14,36542.5
2839,Ford,Electric,910,325,Diesel,Automatic,16.94,11,2499.6,47915.08
2840,Hyundai,Electric,889,214,Petrol,Manual,17.61,8,3329.41,41153.74
2841,BMW,Electric,1562,432,Electric,Manual,9.13,1,3832.6,70888.91
2842,Mercedes,Hatchback,2103,292,Diesel,Automatic,15.53,10,1835.96,47943.72
2843,Honda,SUV,2156,458,Electric,Manual,15.96,0,3055.86,82049.06
2844,Ford,Truck,3972,375,Diesel,Automatic,31.38,0,2130.0,75063.59
